Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,Latin America,Eastern Europe,Russia,Sub Saharan Africa,North Africa,Middle East,China,East Asia ,South Asia,Japan,West Offshoots,Western Europe,World,OECD ,The Rest 
,1870.0,0.33847694816266877,0.3696193407216822,0.3300436363468015,0.27975667018865125,0.32521564903684086,0.3216344654257226,0.2631286721999535,0.27662600998052594,0.27080558001854343,0.32463911652142785,0.511698227559547,0.4863230115837532,0.34987616686929907,0.4778314085296095,0.2927751974839154
,1880.0,0.3464869191258027,0.3961903633685771,0.32430693350134626,0.28582490555063267,0.33202647124413043,0.32996741483834474,0.26626817521959867,0.3014463020833488,0.27613050411850365,0.3502906126493092,0.5532190944182241,0.5029639004595726,0.3679236553507967,0.5021270078737547,0.30128666238959484
,1890.0,0.38416039911764427,0.41895867007255294,0.35186724557246235,0.2915962565500064,0.34679872648777926,0.3471790999540199,0.2630902764030347,0.3092501033452885,0.28622036275325535,0.37617653467239215,0.565481251330364,0.5243409928162727,0.3857408744165329,0.5227544007104781,0.3139499801778475
,1900.0,0.38403259018717184,0.44237957396188965,0.40423475165595385,0.29591638252859376,0.35240974647967377,0.3601101175168914,0.25509034420358584,0.3246489962798271,0.2914596024636276,0.40113875475136557,0.5939486968298039,0.5486790757319684,0.4079015450120223,0.5493156059872231,0.32765175497331545
,1913.0,0.44066874025302866,0.4617231396116948,0.43149821006506145,0.3099429120603759,0.3771858171587571,0.3772982353546667,0.24942915729332787,0.3438549339582003,0.30976039099218294,0.42740817207779047,0.6369604692324992,0.5767270763883573,0.43798160522391144,0.5837623211364563,0.34886215642486684
,1925.0,0.46471716839338356,0.47305650121456383,0.3903667349282477,0.3131198780722582,0.38108770546016035,0.3735912291986796,0.2516588142755703,0.3681325226036038,0.31559254185943253,0.4772697043090447,0.6619037377794965,0.5870693858142404,0.4497466190912288,0.6033966916193341,0.3495162543714118
,1929.0,0.48051994488482763,0.48398965241268616,0.4272748861167548,0.31307576403216864,0.3888302797076985,0.3966847198523774,0.25240373322362963,0.3832384717724018,0.32254350001009097,0.48899385819413177,0.676454739503937,0.6045777886243162,0.4648745544894105,0.6194815200124173,0.36427012957170235
,1933.0,0.4541381041750768,0.4573872845980843,0.43939000986046883,0.3000450436129677,0.3850282346514131,0.4096957675109627,0.2569932323459149,0.37527964093560856,0.31570086187567686,0.49651826022205475,0.618204813187861,0.5902912986756859,0.444282896513681,0.589545037204533,0.3587920219183015
,1938.0,0.4808216039130369,0.48679299510756324,0.4986284920813369,0.3248290605498923,0.39062462443398577,0.4357465387921173,0.25234891115913943,0.3900130063927836,0.30872324905676835,0.519812094830147,0.6658182396453185,0.6143259782291111,0.47120410487401754,0.621880043475308,0.3811535248360978
