Unnamed: 0,1870,1880,1890,1900,1913,1925,1929,1933,1938,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2007,2010,2015
Argentina,0.0388517090413275,0.042811150528738,0.0468135071657526,0.0563245732756863,0.0680946471831374,0.0929776909978253,0.104659980854041,0.118351758680044,0.131427891969675,0.164877097730473,0.177515706019723,0.196092498901008,0.207389484867174,0.223909457158792,0.245417988679502,0.26341826587525,0.267702422662148,0.270519818837621,0.290246255752642,0.301488279859855,0.343743902622913,0.340461533557899,0.357299146769099,0.394768710709811
"Bahamas, The",,,,,,,,,,0.210863592125263,0.226658517397765,0.244528214475699,0.271002804216607,0.303466274117622,0.311470079407208,0.341183207968163,0.379532494730072,0.404133981237369,0.441376890482143,0.482801663441673,0.527111933121869,0.495643116134452,0.577473564022392,0.476081406447364
Barbados,,,,,,,,,,0.182567949750966,0.195636831909298,0.210304306723291,0.231796072956745,0.257743527087767,0.264069548964186,0.28729826338068,0.316659248316302,0.335110546999202,0.358789640445745,0.349223992383672,0.380097087729817,0.353624794333122,0.38242920647675,0.441073271665803
Belize,,,,,,,,,,0.242898021777783,0.251066968231681,0.255465993593689,0.271545567755706,0.267967843421126,0.278806716349176,0.265433383416585,0.276717492258147,0.323875095950546,0.363835058508178,0.411639957835449,0.466567027208022,0.508485519822469,0.51587608084749,0.442136656521338
Bolivia,0.00821900747841073,0.0138017682019543,0.0188922822228937,0.0320667993129816,0.0463361708124623,0.0720249627213136,0.0743699121093862,0.0727775203146664,0.0788269434718096,0.0909296367010543,0.0947791711214599,0.100308815717494,0.115284770784741,0.127744269985256,0.142517781556266,0.169112797852642,0.20052260868706,0.233939537527523,0.251809740443921,0.265290722619361,0.291579665654776,0.267459557899623,0.295837629469342,0.292125069924848
Brazil,0.0115015330898075,0.0137943478775116,0.0161014878765485,0.018733791709668,0.0220115829392859,0.0293456085897353,0.0326681467301911,0.0373980269000759,0.0429770521592644,0.0630376945731316,0.0729115316209795,0.0848701177590658,0.0931054512035889,0.106889241652183,0.11023361887145,0.138094353234879,0.179307212243512,0.215871837888258,0.234830384276647,0.257932732045456,0.277890746355751,0.224587223099572,0.288895166446105,0.268986518199738
Chile,0.0238977555902496,0.0266658033460876,0.0408261229876997,0.0452518763161099,0.0539807238870915,0.0964751954507613,0.110856363492997,0.128678177154571,0.140607620701719,0.157186087337831,0.166218010870845,0.178514655814399,0.192982062985843,0.207573300496701,0.240512364438373,0.27103233713373,0.301740474642763,0.33590447798392,0.372206119427012,0.402009591768891,0.438000664269085,0.367401164943815,0.433276988139468,0.398118034075581
Colombia,0.017241591001855,0.0227989639378166,0.026131075658832,0.0332433426136623,0.0420577670587013,0.0703536609007024,0.0762581852476794,0.0836781662359521,0.0880534449728095,0.0945917438981876,0.100626758939794,0.107640779147783,0.114692233592797,0.126724668668551,0.13487103215573,0.14626908931015,0.168476669158243,0.187983216184619,0.209538858267855,0.230119560508539,0.209114234463079,0.233094680952432,0.261116490202342,0.258719421730957
Costa Rica,,,,,0.0531269214880672,0.0609275585534028,0.063797688801642,0.0714152591078071,0.0765991182602898,0.0898603203635901,0.0978640781916686,0.103615555556573,0.115557676517095,0.114195168997146,0.134212639895187,0.147149965761177,0.17020195945105,0.188632257835574,0.207921371002836,0.227083062464867,0.277399822935711,0.287569095851753,0.303162973764549,0.320778911693578
Cuba,0.021019974953364,0.023897752963867,0.0265335198508278,0.0313258356444685,0.0391800457906434,0.0630723490606237,0.0717838014779427,0.080382035895256,0.0879810828570624,0.0990806115232735,0.0992928626478501,0.110524137313981,0.113944340108728,0.12681807635949,0.138493633804193,0.17652398051869,0.208102880300982,0.258924059816846,0.299043499962129,0.335293610395367,0.37656699906496,0.405006514136834,0.426964537449912,0.564847534641551
Dominican R,,,,,,,,,,0.0525588146482164,0.0588511164179997,0.068805806522957,0.0824911076158915,0.10328977752656,0.10919860282293,0.118920801334486,0.133840914970274,0.151576824449059,0.167324755255903,0.186586438901582,0.199521273164156,0.216226259159628,0.216756315851399,0.26487308503472
Ecuador,0.0220666833623142,0.0354719684243524,0.0401222352714531,0.0446765735006796,0.0491507740784361,0.0570904457145234,0.0598782666401186,0.0682060541220365,0.0737318903661072,0.0954309877339339,0.109040202392281,0.12455046711249,0.143198974226644,0.155347422668343,0.16062101956292,0.197577529370433,0.216872315124262,0.238659891515484,0.262341074200432,0.281926046906542,0.298538366407693,0.250552293466954,0.313328205608937,0.295960191993252
El Salvador,,,,,0.0326681467301911,0.033752019578484,0.034826045482043,0.0349538990589257,0.0342853874453886,0.041651921408043,0.0454634250122006,0.0534113029985174,0.060351311437636,0.0696966860215726,0.0870188282430154,0.10328977752656,0.127465279719299,0.144227937670965,0.144476162966233,0.158696393627523,0.176899667869749,0.236790517154552,0.185771274391592,0.2111488221669
Guatemala,,,,,0.027858492112204,0.0293811094449755,0.0307902744583958,0.0341550382454443,0.0367246068522592,0.043863121865917,0.0462688207870948,0.0483256459395671,0.0478079785093652,0.0528427588168157,0.0558818250469908,0.0762963143293668,0.0938920738094901,0.114866568042229,0.129865437434155,0.14678344526154,0.141376732425824,0.108704860546926,0.168666888933524,0.201251670640798
Guyana,,,,,,,,,,0.128643811959662,0.140676710317882,0.152339052511289,0.163744167139079,0.173904636820162,0.191523553552569,0.213096775803473,0.23540740552841,0.251063995977453,0.277693661688206,0.298325081158644,0.319056337445723,0.293947599187922,0.334753124528094,0.304089808365073
Haiti,,,,,,,,,,0.0231762743162358,0.024756139658463,0.0282668336224931,0.0309477838356587,0.0363969507197211,0.0414981527363928,0.0517534209041147,0.0733958025871963,0.0831070915844027,0.090857692770138,0.0966328578100222,0.111692616432816,0.136301743554157,0.12233482060714,0.156414497078589
Honduras,,,,,0.0378138978281873,0.0407634539235867,0.041101183985944,0.0409636278759276,0.0408261229876997,0.0435859966198381,0.0459458676106958,0.050013094602153,0.0723294461619428,0.0981160414326371,0.0958681548854523,0.122333666413967,0.14169678723931,0.143501029221531,0.154193809869675,0.165955932225492,0.177089827377996,0.167696403820213,0.180114958960683,0.195654826670996
Jamaica,0.0126971157506001,0.0176218063431723,0.0305762672816909,0.0432260444412302,0.0597526944281697,0.0689538737455488,0.0691619004493645,0.0746248696474037,0.0793661049767065,0.0864534349963499,0.1115733598892,0.143138110889549,0.163173476742116,0.180917718783501,0.208451554742831,0.243849747492931,0.265808145318023,0.287283860454284,0.304905682464379,0.319170963888207,0.339888074759759,0.353963623051971,0.343314814410712,0.379931110061017
